scalar,RGB_r,RGB_g,RGB_b
0.0,0.0,0.5803911239755188,0.0
0.00392156862745098,0.038351585058677196,0.5848841509455429,0.019692375460927048
0.00784313725490196,0.07026338591406867,0.5893055152824561,0.040306398979296346
0.011764705882352941,0.09407093265454713,0.5936549938436986,0.05891727563084744
0.01568627450980392,0.11388398631694757,0.5979323734631056,0.07460936491805159
0.0196078431372549,0.13122874528868161,0.6021374509885177,0.08851916674789498
0.023529411764705882,0.14686470425034664,0.6062700333145016,0.10120826998011817
0.027450980392156862,0.1612318996390548,0.6103299374104441,0.11300033632889583
0.03137254901960784,0.17461078361776383,0.6143169903442584,0.12410051150854462
0.03529411764705882,0.18719226292704333,0.6182310293019216,0.13464763113152398
0.0392156862745098,0.19911272515600337,0.6220719016030513,0.14474027587079602
0.043137254901960784,0.21047328479335042,0.6258394647127078,0.15445105910118648
0.047058823529411764,0.22135113449384103,0.6295335862496021,0.16383503656120882
0.050980392156862744,0.2318066212183772,0.633154143990872,0.17293493801967513
0.054901960784313725,0.2418878584296022,0.6367010258735787,0.18178457020849323
0.058823529411764705,0.25163384467972527,0.6401741299930664,0.1904111129558779
0.06274509803921569,0.2610766381677116,0.6435733645983169,0.19883671688132032
0.06666666666666667,0.2702429132578085,0.6468986480844248,0.20707964456717348
0.07058823529411765,0.279155100033151,0.6501499089823048,0.215155104228395
0.07450980392156863,0.28783223513310696,0.6533270859457425,0.22307587080585684
0.0784313725490196,0.2962906080855681,0.656430127735886,0.2308527567323112
0.08235294117647059,0.3045442598550003,0.6594589932032767,0.23849497424423316
0.08627450980392157,0.3126053726798871,0.6624136512675044,0.24601041804703105
0.09019607843137255,0.32048457866091606,0.6652940808945701,0.2534058885530184
0.09411764705882353,0.32819120674957447,0.6681002710720364,0.26068727014061727
0.09803921568627451,0.3357334824264744,0.6708322207820373,0.2678596749277175
0.10196078431372549,0.3431186906142227,0.6734899389722158,0.2749275597919735
0.10588235294117647,0.3503533097108931,0.6760734445246543,0.281894822413236
0.10980392156862745,0.35744312271423073,0.6785827662228616,0.2887648807042336
0.11372549019607843,0.36439331000721714,0.68101794271687,0.29554073896749483
0.11764705882352941,0.37120852734044835,0.6833790224865016,0.3022250433569312
0.12156862745098039,0.3778929717723458,0.6856660638028513,0.30882012865484226
0.12549019607843137,0.3844504377425087,0.6878791346880391,0.31532805794634183
